Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
Female,54,No,0,0,47,Offer B,No,0.0,No Phone Service,Yes,Cable,23.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,41.9,1875.25,0.0,0,0.0,1875.25
Female,34,No,0,0,1,Offer E,Yes,9.44,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,19.25,19.25,0.0,0,9.44,28.69
Female,51,No,0,0,1,Offer E,Yes,27.05,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.85,70.85,0.0,0,27.05,97.9
Female,49,Yes,0,7,60,Offer B,Yes,41.4,No,Yes,Cable,21.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,59.85,3483.45,0.0,0,2484.0,5967.45
Male,48,No,0,0,63,Offer B,No,0.0,No Phone Service,Yes,DSL,28.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,40.6,2588.95,0.0,0,0.0,2588.95
Male,35,Yes,0,4,60,Offer B,Yes,43.57,No,Yes,DSL,30.0,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,65.85,3928.3,0.0,0,2614.2,6542.5
Female,42,No,0,0,13,Offer D,Yes,8.59,Yes,Yes,Fiber Optic,15.0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.4,1132.35,0.0,0,111.67,1244.02
Female,53,No,0,0,64,Offer B,Yes,4.03,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,24.7,1642.75,0.0,0,257.92,1900.67
Female,60,Yes,2,6,48,Offer B,Yes,18.64,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,20.2,1027.25,0.0,0,894.72,1921.97
Male,31,Yes,1,5,72,Offer A,Yes,45.32,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,110.9,7922.75,0.0,130,3263.04,11315.79
Female,63,No,0,0,17,Offer D,Yes,3.84,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,20.05,337.9,43.68,0,65.28,359.5
Male,35,Yes,2,1,53,Offer B,Yes,37.57,Yes,Yes,DSL,15.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,64.15,3491.55,0.0,0,1991.21,5482.76
Male,42,Yes,3,7,61,Offer B,Yes,31.49,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,20.4,1226.45,0.0,0,1920.89,3147.34
Female,27,Yes,0,6,25,Offer C,No,0.0,No Phone Service,Yes,DSL,48.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,58.6,1502.65,4.48,0,0.0,1498.17
Male,69,Yes,0,6,72,Offer A,Yes,30.3,Yes,Yes,Fiber Optic,14.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,112.9,8061.5,0.0,20,2181.6,10263.1
Female,72,No,0,0,5,Offer E,Yes,36.27,No,Yes,Fiber Optic,17.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.7,374.8,0.0,0,181.35,556.15
Male,40,No,0,0,68,Offer A,Yes,20.29,Yes,Yes,DSL,29.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,76.75,5233.25,0.0,0,1379.72,6612.97
Female,41,Yes,0,7,70,Offer A,Yes,11.71,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,19.8,1397.65,0.0,0,819.7,2217.35
Female,30,Yes,0,5,23,Offer D,Yes,12.88,No,Yes,DSL,41.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,57.75,1282.85,0.0,0,296.24,1579.09
Female,56,No,0,0,72,Offer A,Yes,48.37,Yes,Yes,Fiber Optic,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.9,8496.7,0.0,0,3482.64,11979.34
Female,35,No,0,0,20,Offer D,Yes,4.15,No,Yes,Cable,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.35,927.15,0.0,0,83.0,1010.15
Female,37,Yes,1,8,11,Offer D,Yes,49.19,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,20.0,196.35,0.0,0,541.09,737.44
Male,24,Yes,2,8,56,Offer B,No,0.0,No Phone Service,Yes,Cable,41.0,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,52.0,2884.9,0.0,0,0.0,2884.9
Female,71,No,0,0,3,Offer E,Yes,2.26,No,Yes,Fiber Optic,3.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.4,204.7,0.0,0,6.78,211.48
Male,47,No,0,0,15,Offer D,Yes,3.15,Yes,Yes,DSL,26.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,51.55,765.5,0.0,20,47.25,832.75
Female,24,Yes,3,9,23,Offer D,Yes,1.88,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,19.65,451.55,0.0,0,43.24,494.79
Male,61,No,1,0,30,Offer C,No,0.0,No Phone Service,Yes,DSL,17.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.5,1307.8,0.0,0,0.0,1307.8
Female,78,Yes,0,1,72,Offer A,Yes,27.79,Yes,Yes,Fiber Optic,10.0,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Credit Card,105.0,7578.05,0.0,0,2000.88,9578.93
Female,63,Yes,0,10,51,Offer B,Yes,33.93,No,Yes,DSL,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,85.5,4421.95,0.0,0,1730.43,6152.38
Male,68,No,0,0,31,Offer C,Yes,15.35,Yes,Yes,Fiber Optic,10.0,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.6,2877.95,0.0,0,475.85,3353.8
Female,20,Yes,0,5,23,Offer D,Yes,14.53,Yes,Yes,Cable,48.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,73.65,1642.75,0.0,0,334.19,1976.94
Male,78,Yes,0,1,13,Offer D,Yes,27.82,No,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.0,1237.85,0.0,0,361.66,1599.51
Male,64,Yes,3,6,71,Offer A,Yes,16.13,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,19.6,1387.45,0.0,0,1145.23,2532.68
Male,32,No,2,0,61,Offer B,Yes,15.02,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.75,1124.2,0.0,0,916.22,2040.42
Male,63,No,0,0,14,Offer D,No,0.0,No Phone Service,Yes,Cable,12.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,31.1,419.7,0.0,0,0.0,419.7
Male,33,Yes,3,8,17,Offer D,Yes,45.24,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,25.15,412.6,0.0,0,769.08,1181.68
Female,55,No,0,0,23,Offer D,Yes,9.04,No,Yes,DSL,8.0,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,55.8,1327.85,0.0,0,207.92,1535.77
Female,54,Yes,0,4,8,Offer E,Yes,9.88,Yes,Yes,Fiber Optic,4.0,No,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.25,743.75,0.0,0,79.04,822.79
Male,35,No,1,0,34,Offer C,Yes,4.28,Yes,Yes,Fiber Optic,16.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.8,3470.8,0.0,0,145.52,3616.32
Female,62,No,0,0,5,Offer E,Yes,43.51,No,Yes,Fiber Optic,17.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.4,425.9,0.0,0,217.55,643.45
Male,19,No,0,0,59,Offer B,Yes,48.12,Yes,Yes,Fiber Optic,51.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.35,6519.75,0.0,0,2839.08,9358.83
Male,46,No,0,0,2,Offer E,Yes,16.14,No,Yes,Fiber Optic,2.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,152.45,0.0,0,32.28,184.73
Male,44,No,0,0,7,Offer E,Yes,47.19,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,20.75,141.1,0.0,0,330.33,471.43
Male,32,Yes,0,1,9,Offer E,No,0.0,No Phone Service,Yes,DSL,9.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.95,248.95,0.0,10,0.0,258.95
Female,28,Yes,0,8,17,Offer D,Yes,8.74,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,20.75,418.25,0.0,0,148.58,566.83
Female,60,Yes,1,10,51,Offer B,Yes,14.54,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.95,1028.75,0.0,0,741.54,1770.29
Female,75,No,0,0,38,Offer C,Yes,47.39,Yes,Yes,Fiber Optic,2.0,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,3734.25,0.0,0,1800.82,5535.07
Female,25,No,0,0,56,Offer B,Yes,24.77,Yes,Yes,Fiber Optic,51.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,106.6,5893.95,0.0,0,1387.12,7281.07
Male,20,Yes,0,3,50,Offer B,No,0.0,No Phone Service,Yes,DSL,73.0,Yes,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,44.45,2188.45,0.0,0,0.0,2188.45
Male,40,Yes,0,0,64,Offer B,Yes,48.41,No,Yes,Fiber Optic,22.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.55,4764.0,21.9,0,3098.24,7840.34
Female,45,No,0,0,68,Offer A,Yes,17.41,No,Yes,Cable,27.0,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,54.45,3674.95,0.0,0,1183.88,4858.83
Female,58,No,0,0,71,Offer A,Yes,17.9,Yes,Yes,Fiber Optic,21.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,118.65,8477.6,0.0,0,1270.9,9748.5
Female,61,Yes,1,3,52,Offer B,Yes,16.87,No,Yes,Fiber Optic,24.0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.8,4433.3,0.0,0,877.24,5310.54
Male,68,No,0,0,9,Offer E,Yes,12.18,Yes,Yes,Fiber Optic,6.0,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,85.05,746.5,0.0,30,109.62,886.12
Male,35,No,0,0,22,Offer D,Yes,11.46,Yes,Yes,Fiber Optic,16.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.05,1799.3,0.0,0,252.12,2051.42
Male,55,Yes,1,0,69,Offer A,Yes,8.46,Yes,Yes,Fiber Optic,21.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.35,6856.45,0.0,0,583.74,7440.19
Male,58,No,2,0,18,Offer D,Yes,34.07,No,Yes,DSL,28.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.65,747.2,0.0,40,613.26,1400.46
Female,22,No,0,0,53,Offer B,Yes,8.33,No,Yes,Fiber Optic,73.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,100.3,5200.8,0.0,0,441.49,5642.29
Female,48,Yes,1,1,23,Offer D,Yes,39.59,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,20.4,478.75,0.0,0,910.57,1389.32
Male,51,No,3,0,33,Offer C,Yes,21.16,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,20.15,682.15,0.0,0,698.28,1380.43
Male,54,Yes,2,2,67,Offer A,Yes,14.54,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,26.3,1688.9,0.0,0,974.18,2663.08
Female,66,No,0,0,8,Offer E,Yes,5.21,No,Yes,Fiber Optic,8.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,94.45,742.95,0.0,0,41.68,784.63
Female,74,Yes,0,4,72,Offer A,Yes,5.77,Yes,Yes,DSL,24.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,89.55,6448.85,0.0,0,415.44,6864.29
Male,33,No,0,0,52,Offer B,Yes,5.42,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.05,5364.8,46.67,0,281.84,5599.97
Male,72,No,0,0,57,Offer B,Yes,9.1,Yes,Yes,DSL,16.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,79.75,4438.2,0.0,0,518.7,4956.9
Male,49,Yes,0,1,2,Offer E,Yes,8.86,No,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,185.55,0.0,0,17.72,203.27
Female,29,Yes,0,4,1,Offer E,No,0.0,No Phone Service,Yes,DSL,29.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,24.8,0.0,0,0.0,24.8
Male,61,Yes,4,8,25,Offer C,Yes,19.56,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,0.0,546.85,0.0,0,489.0,1035.85
Male,38,Yes,2,6,14,Offer D,Yes,26.99,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,19.75,309.35,6.49,0,377.86,680.72
Male,65,No,0,0,8,Offer E,No,0.0,No Phone Service,Yes,DSL,4.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.4,221.9,0.0,0,0.0,221.9
Female,29,No,0,0,1,Offer E,Yes,30.92,No,Yes,DSL,69.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,45.15,45.15,0.0,0,30.92,76.07
Female,68,No,0,0,7,Offer E,Yes,10.53,No,Yes,DSL,21.0,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,48.2,340.35,0.0,0,73.71,414.06
Male,19,No,0,0,43,Offer B,Yes,36.78,No,Yes,Fiber Optic,59.0,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,90.65,3882.3,0.0,0,1581.54,5463.84
Male,19,Yes,0,9,3,Offer E,Yes,14.1,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,23.6,89.05,0.0,0,42.3,131.35
Male,64,No,0,0,8,Offer E,Yes,11.58,Yes,Yes,Fiber Optic,7.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,572.45,0.0,0,92.64,665.09
Female,61,Yes,0,1,60,Offer B,No,0.0,No Phone Service,Yes,Cable,2.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,37.7,2288.7,0.0,0,0.0,2288.7
Male,51,No,0,0,69,Offer A,Yes,29.38,Yes,Yes,DSL,9.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,78.6,5356.45,0.0,0,2027.22,7383.67
Male,79,Yes,0,1,66,Offer A,Yes,28.86,Yes,Yes,Fiber Optic,25.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.5,6822.15,0.0,0,1904.76,8726.91
Male,76,Yes,0,4,54,Offer B,No,0.0,No Phone Service,Yes,DSL,4.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,1364.75,0.0,0,0.0,1364.75
Male,61,Yes,0,3,52,Offer B,Yes,18.02,Yes,Yes,Fiber Optic,3.0,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,91.6,4627.8,0.0,60,937.04,5624.84
Female,73,Yes,0,1,72,Offer A,Yes,35.04,Yes,Yes,Fiber Optic,22.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Mailed Check,109.75,8075.35,0.0,0,2522.88,10598.23
Male,39,Yes,0,5,65,Offer B,Yes,49.33,Yes,Yes,Fiber Optic,16.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,89.75,5769.6,18.72,0,3206.45,8957.33
Male,34,Yes,0,10,60,Offer B,No,0.0,No Phone Service,Yes,DSL,2.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,60.2,3582.4,0.0,0,0.0,3582.4
Female,65,Yes,0,5,72,Offer A,Yes,8.68,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,24.3,1778.7,0.0,0,624.96,2403.66
Male,31,Yes,1,4,30,Offer C,Yes,48.04,Yes,Yes,Cable,19.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,67.6,2000.2,0.0,0,1441.2,3441.4
Female,51,No,3,0,4,Offer E,Yes,30.79,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.4,94.5,0.0,0,123.16,217.66
Female,36,Yes,3,10,44,Offer B,Yes,43.7,No,Yes,DSL,75.0,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,56.25,2419.55,14.78,40,1922.8,4367.57
Female,61,No,0,0,51,Offer B,Yes,29.87,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Withdrawal,19.85,996.95,0.0,0,1523.37,2520.32
Female,48,No,0,0,29,Offer C,Yes,13.74,Yes,Yes,DSL,2.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,67.45,1801.1,0.0,0,398.46,2199.56
Female,23,Yes,3,0,28,Offer C,Yes,4.89,Yes,Yes,Fiber Optic,47.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.8,3046.05,0.0,0,136.92,3182.97
Male,24,Yes,0,1,70,Offer A,Yes,1.63,No,Yes,DSL,41.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,64.95,4523.25,42.89,0,114.1,4594.46
Female,74,No,0,0,2,Offer E,Yes,19.09,No,Yes,DSL,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.95,85.1,0.0,0,38.18,123.28
Female,61,Yes,2,5,71,Offer A,Yes,36.5,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,100.5,7030.65,0.0,0,2591.5,9622.15
Female,57,No,0,0,3,Offer E,Yes,3.64,Yes,Yes,DSL,25.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,63.6,155.65,0.0,0,10.92,166.57
Male,28,Yes,3,10,71,Offer A,Yes,10.11,Yes,Yes,DSL,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.85,6263.8,0.0,0,717.81,6981.61
Male,56,No,0,0,2,Offer E,Yes,37.72,No,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.8,134.7,0.0,0,75.44,210.14
Male,69,Yes,0,1,2,Offer E,Yes,7.29,No,Yes,Fiber Optic,14.0,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.2,140.1,0.0,0,14.58,154.68
Female,20,No,3,0,4,Offer E,Yes,38.97,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,25.45,84.2,0.0,0,155.88,240.08
Male,47,Yes,2,10,68,Offer A,No,0.0,No Phone Service,Yes,DSL,19.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,56.4,3948.45,0.0,0,0.0,3948.45
Female,35,Yes,0,3,2,Offer E,Yes,5.42,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.35,41.85,0.0,0,10.84,52.69
Female,74,No,0,0,2,Offer E,Yes,39.63,No,Yes,Fiber Optic,23.0,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,79.75,159.4,0.0,10,79.26,248.66
Female,25,Yes,0,6,72,Offer A,Yes,24.85,Yes,Yes,Fiber Optic,47.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.65,8124.2,0.0,0,1789.2,9913.4
Female,55,Yes,0,1,4,Offer E,Yes,21.81,Yes,Yes,Fiber Optic,14.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,365.4,0.0,0,87.24,452.64
Female,78,Yes,0,1,11,Offer D,Yes,1.28,Yes,Yes,Fiber Optic,14.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,1131.2,0.0,0,14.08,1145.28
Male,58,No,0,0,1,Offer E,Yes,1.61,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,19.75,19.75,0.0,0,1.61,21.36
Male,60,No,0,0,1,Offer E,No,0.0,No Phone Service,Yes,Cable,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.8,24.8,0.0,0,0.0,24.8
Female,41,No,0,0,3,Offer E,Yes,24.63,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,19.75,58.85,0.0,0,73.89,132.74
Female,24,No,0,0,42,Offer B,Yes,18.31,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,20.75,844.45,0.0,0,769.02,1613.47
Female,64,No,0,0,1,Offer E,Yes,10.71,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,20.25,20.25,0.0,0,10.71,30.96
Female,57,Yes,0,1,45,Offer B,Yes,33.54,Yes,Yes,Fiber Optic,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,113.3,5032.25,0.0,0,1509.3,6541.55
Male,30,No,0,0,38,Offer C,Yes,31.27,Yes,Yes,Fiber Optic,85.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,3777.15,0.0,0,1188.26,4965.41
Male,40,No,0,0,1,Offer E,No,0.0,No Phone Service,Yes,DSL,6.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.4,24.4,0.0,0,0.0,24.4
Female,27,No,0,0,42,Offer B,Yes,22.08,No,Yes,Cable,26.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.65,2536.55,0.0,0,927.36,3463.91
Female,48,No,0,0,4,Offer E,No,0.0,No Phone Service,Yes,Cable,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,24.25,96.05,0.0,0,0.0,96.05
Female,72,Yes,0,8,58,Offer B,Yes,47.34,Yes,Yes,Fiber Optic,28.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.4,5749.8,0.0,0,2745.72,8495.52
Female,38,No,0,0,62,Offer B,No,0.0,No Phone Service,Yes,Cable,30.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,43.6,2748.7,0.0,0,0.0,2748.7
Female,72,No,0,0,1,Offer E,Yes,7.77,Yes,Yes,Fiber Optic,22.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,72.1,72.1,0.0,0,7.77,79.87
